"fdeliver_status","price","fpaymentmode","logisticr","cust_rating","shipment_hr","fnotify","fweather","fcust_avail","dist_warehouse","profit_pr","order_date","shipment_date","expected_delivery","remaining","ftracking","consignment_wt","empolyee_number"
"no",1533,"debit",26,22,37,"yes","good","no",17,8.44527917289468,2018-01-03,2018-01-08,2018-01-09,67,"GPRS",3.77170930688812,371
"yes",12010,"debit",45,16,38,"yes","good","no",188,13.3135397004778,2018-02-25,2018-03-01,2018-03-04,34,"GPRS",3.03956716918501,373
"yes",5267,"cash",67,34,39,"yes","good","yes",5,6.40338918360814,2018-09-07,2018-09-10,2018-09-15,6,"RFID",3.44572199401107,409
"yes",4498,"cash",70,3,40,"yes","good","yes",18,7.68141097323341,2018-01-18,2018-01-19,2018-01-28,86,"GPRS",1.7072811071938,399
"yes",13521,"debit",90,8,41,"no","good","yes",159,7.89737489245762,2018-10-10,2018-10-14,2018-10-20,32,"RFID",2.5238600890851,401
"yes",10397,"debit",76,95,42,"no","bad","no",52,11.2427831082982,2018-05-18,2018-05-21,2018-05-24,31,"RFID",1.75722754303119,390
"yes",8700,"debit",70,20,43,"yes","good","yes",37,13.8507499699664,2018-04-01,2018-04-05,2018-04-10,100,"GPRS",3.36699514031973,409
"yes",1608,"cash",50,44,44,"no","good","yes",140,8.16061270581649,2018-10-11,2018-10-16,2018-10-20,96,"GPRS",2.83256421455313,372
"yes",6273,"online",89,45,45,"no","good","no",103,11.2292342817901,2018-05-20,2018-05-24,2018-05-28,54,"GPRS",3.00928732150871,371
"yes",2870,"debit",17,10,46,"yes","good","yes",186,11.7842694598025,2018-07-06,2018-07-08,2018-07-13,26,"GPRS",3.80248093463781,410
"yes",3041,"online",46,35,47,"yes","good","yes",147,13.0571317587955,2018-08-25,2018-08-28,2018-09-02,6,"GPRS",2.65913386643796,405
"yes",8988,"debit",95,47,48,"yes","good","no",191,10.591406628879,2018-09-14,2018-09-17,2018-09-23,96,"GPRS",2.69979424071276,388
"yes",4263,"debit",98,80,49,"no","good","yes",119,8.97305345847498,2018-05-04,2018-05-06,2018-05-14,67,"RFID",2.58143470215113,391
"yes",14983,"cash",53,70,50,"yes","good","yes",135,14.4850906841878,2018-10-20,2018-10-24,2018-10-30,35,"GPRS",2.97449088714041,383
"yes",8929,"online",66,56,51,"no","good","yes",134,7.75278071007387,2018-11-11,2018-11-12,2018-11-17,30,"GPRS",2.47673973253342,407
"yes",14917,"online",64,100,52,"yes","good","yes",33,10.2828022750175,2018-06-28,2018-06-30,2018-07-04,30,"GPRS",3.26957534348346,385
"yes",4132,"debit",19,75,53,"yes","good","no",51,13.4018378019445,2018-06-03,2018-06-07,2018-06-11,2,"RFID",3.98084817741135,375
"no",6472,"debit",31,82,54,"yes","good","yes",43,11.055605558243,2018-07-14,2018-07-16,2018-07-21,88,"GPRS",2.59885745949968,397
"yes",14218,"debit",13,21,55,"yes","good","no",2,10.1262448866711,2018-09-05,2018-09-10,2018-09-11,23,"GPRS",2.34148267146022,393
"yes",1665,"debit",78,80,56,"yes","good","yes",66,11.4200838047624,2018-01-04,2018-01-08,2018-01-14,0,"GPRS",2.62317292511473,373
"yes",13551,"cash",25,74,57,"yes","good","yes",129,7.70411215548543,2018-11-26,2018-11-29,2018-12-06,81,"RFID",2.87939864102543,382
"yes",8910,"debit",33,60,58,"no","good","yes",72,14.3772661381701,2018-05-17,2018-05-20,2018-05-25,63,"GPRS",3.58774886013263,396
"no",13393,"cash",90,32,59,"yes","good","yes",192,10.7426076643406,2018-11-07,2018-11-12,2018-11-16,25,"RFID",3.24373937216722,378
"yes",436,"debit",51,13,60,"yes","good","yes",28,13.8499781544007,2018-11-16,2018-11-20,2018-11-22,56,"GPRS",2.60510850171388,406
"yes",7982,"cash",68,93,61,"yes","good","yes",115,13.1369612038055,2018-06-29,2018-07-01,2018-07-07,84,"GPRS",2.51347784343405,410
"yes",3076,"debit",52,4,62,"yes","bad","yes",119,10.8258894854487,2018-10-01,2018-10-03,2018-10-11,69,"GPRS",2.84812928755318,371
"yes",4045,"credit",20,77,63,"yes","good","yes",160,8.01740106767082,2018-02-09,2018-02-13,2018-02-18,49,"RFID",3.57315582906003,373
"yes",8767,"online",60,41,64,"yes","good","yes",98,7.63859570841179,2018-02-06,2018-02-11,2018-02-15,40,"GPRS",2.43849765314895,402
"yes",7271,"online",92,70,65,"yes","good","yes",157,13.0353263650995,2018-01-02,2018-01-07,2018-01-09,3,"GPRS",2.5489803676519,392
"yes",8983,"online",52,94,66,"no","good","no",48,10.4737925322613,2018-10-17,2018-10-22,2018-10-23,76,"GPRS",2.86556944383329,396
"no",12298,"credit",41,8,67,"yes","good","no",86,11.4521486074575,2018-05-16,2018-05-21,2018-05-25,23,"GPRS",2.3688108258592,397
"yes",4356,"cash",34,43,68,"yes","good","yes",33,10.2018970610468,2018-09-03,2018-09-08,2018-09-09,29,"RFID",4.20216716558085,395
"yes",2408,"online",95,48,69,"yes","good","yes",153,12.7919452094079,2018-11-04,2018-11-05,2018-11-12,80,"GPRS",3.19807686765268,401
"yes",798,"credit",66,32,70,"yes","good","yes",105,13.3824109805528,2018-12-08,2018-12-13,2018-12-15,6,"GPRS",2.18166361949432,375
"yes",2949,"online",63,58,71,"no","good","no",76,11.0188803887833,2018-09-08,2018-09-11,2018-09-18,52,"GPRS",2.95803885416229,391
"yes",4694,"online",39,66,72,"yes","good","yes",2,15.1456374395026,2018-03-06,2018-03-07,2018-03-13,91,"GPRS",3.24237918630967,399
"yes",11579,"debit",95,40,73,"yes","good","yes",37,6.16815120301547,2018-05-26,2018-05-27,2018-06-03,93,"GPRS",2.82274131491732,408
"yes",9051,"cash",89,92,74,"yes","good","no",193,8.29824876618746,2018-09-18,2018-09-21,2018-09-25,100,"RFID",3.15802895726437,371
"yes",13737,"debit",19,25,75,"yes","good","no",83,7.44751250638577,2018-05-27,2018-05-31,2018-06-04,11,"GPRS",3.19729410421645,390
"yes",9699,"cash",67,45,76,"yes","good","yes",143,4.20519592613907,2018-06-24,2018-06-26,2018-07-01,29,"GPRS",2.73236306483924,377
"yes",4604,"debit",19,35,77,"yes","good","yes",137,9.25729867093679,2018-08-05,2018-08-09,2018-08-15,88,"RFID",3.71091460273085,391
"yes",11588,"credit",79,84,78,"no","good","yes",198,11.8966278343802,2018-08-20,2018-08-21,2018-08-28,47,"GPRS",4.29236600426532,390
"yes",8234,"online",38,83,79,"yes","good","no",57,12.7359792083116,2018-03-01,2018-03-03,2018-03-10,33,"RFID",2.64703310824287,404
"yes",14267,"debit",27,57,80,"no","good","no",11,6.56227321487875,2018-05-14,2018-05-16,2018-05-20,62,"RFID",2.29272716904477,392
"yes",13562,"cash",98,52,81,"no","good","no",183,9.59030209341184,2018-02-01,2018-02-05,2018-02-07,53,"GPRS",3.68166156501584,401
"yes",1230,"credit",91,39,82,"yes","good","no",25,10.6769641476725,2018-05-30,2018-06-01,2018-06-05,51,"GPRS",1.90873332474511,388
"yes",10140,"debit",45,30,83,"yes","good","no",90,10.3867966532635,2018-07-01,2018-07-04,2018-07-09,60,"GPRS",2.47632117367119,377
"yes",5841,"online",35,63,84,"yes","good","yes",112,5.26969039757591,2018-12-01,2018-12-06,2018-12-08,23,"GPRS",3.79537776171789,389
"yes",13194,"debit",100,53,85,"yes","good","yes",167,9.51189150627009,2018-02-10,2018-02-14,2018-02-17,45,"GPRS",2.0889856086785,384
"yes",6150,"credit",41,3,86,"yes","good","no",133,10.0164397351893,2018-06-29,2018-07-03,2018-07-05,1,"GPRS",2.96946342753956,410
"yes",10282,"cash",68,39,87,"yes","good","yes",23,12.5857603062708,2018-07-25,2018-07-26,2018-08-03,54,"GPRS",3.23265781591972,382
"yes",5467,"debit",56,20,88,"yes","good","yes",18,7.52264717838615,2018-06-17,2018-06-22,2018-06-27,16,"GPRS",3.69150552639385,405
"yes",373,"online",58,61,89,"yes","good","yes",18,8.54908909406263,2018-02-04,2018-02-06,2018-02-11,0,"RFID",3.54413003482786,404
"yes",8694,"cash",13,71,90,"yes","good","no",154,13.555338262916,2018-07-04,2018-07-07,2018-07-11,52,"GPRS",3.80613426698638,405
"yes",8275,"debit",76,96,91,"yes","good","yes",135,11.7989190637019,2018-08-15,2018-08-16,2018-08-25,53,"GPRS",3.17298977118225,407
"yes",10451,"cash",100,69,92,"yes","good","yes",181,6.48404683132335,2018-06-23,2018-06-26,2018-07-02,4,"GPRS",3.28035336467937,394
"yes",363,"online",58,7,93,"yes","good","yes",134,12.0271219882522,2018-09-23,2018-09-28,2018-10-03,76,"GPRS",2.58961619031923,390
"yes",10818,"debit",16,13,94,"yes","good","yes",185,7.7664575486789,2018-04-22,2018-04-26,2018-05-02,10,"GPRS",2.58085695895081,381
"no",116,"online",60,34,95,"yes","bad","yes",66,11.3840903549084,2018-03-29,2018-04-01,2018-04-08,87,"GPRS",2.36233460020958,400
"no",6832,"online",85,33,96,"yes","good","yes",170,11.5783479995117,2018-09-02,2018-09-07,2018-09-09,90,"GPRS",3.11930401080319,380
"yes",719,"debit",68,80,97,"yes","good","yes",120,10.1089575605196,2018-11-19,2018-11-22,2018-11-27,61,"RFID",4.3856837625075,385
"yes",8000,"cash",32,17,98,"no","good","yes",7,10.7280693731088,2018-08-01,2018-08-04,2018-08-11,62,"GPRS",2.02252731892804,386
"yes",11514,"debit",16,88,99,"yes","good","yes",122,8.44187021807651,2018-06-12,2018-06-16,2018-06-18,92,"GPRS",3.00883002001218,374
"yes",4447,"online",43,37,100,"yes","bad","no",3,8.29187635512923,2018-10-04,2018-10-08,2018-10-13,13,"GPRS",3.598012479771,392
"yes",6286,"cash",37,66,101,"yes","bad","yes",191,9.01520645658536,2018-09-29,2018-09-30,2018-10-06,23,"GPRS",3.45965276110797,370
"yes",2426,"credit",15,70,102,"no","good","no",73,10.2882923708295,2018-05-30,2018-06-04,2018-06-09,68,"RFID",2.75176142139889,391
"yes",8376,"credit",39,1,103,"yes","good","no",49,11.8061142732442,2018-07-26,2018-07-29,2018-08-02,17,"GPRS",2.50172778681565,402
"yes",4698,"debit",55,43,104,"yes","good","no",76,10.5227973906431,2018-06-10,2018-06-13,2018-06-19,41,"GPRS",2.76026489700021,382
"yes",10764,"online",79,44,105,"yes","good","no",24,12.1406295170941,2018-03-21,2018-03-25,2018-03-29,78,"GPRS",1.69314530590961,410
"yes",9227,"credit",84,85,106,"yes","good","yes",128,6.04630816751711,2018-01-22,2018-01-24,2018-01-31,17,"GPRS",3.85013071617989,402
"yes",6656,"cash",16,53,107,"no","bad","no",148,11.9212719521446,2018-09-09,2018-09-13,2018-09-16,52,"GPRS",3.82938561420265,407
"yes",5904,"debit",19,19,108,"yes","bad","yes",33,10.6840793709306,2018-09-29,2018-10-03,2018-10-07,28,"GPRS",2.52724091584568,391
"yes",6404,"cash",19,38,109,"yes","good","yes",171,11.3966740159715,2018-08-15,2018-08-18,2018-08-23,43,"GPRS",2.73791564786809,391
"no",8755,"online",48,77,110,"no","good","yes",70,8.95133537018038,2018-12-12,2018-12-13,2018-12-18,73,"GPRS",3.59909141261018,406
"yes",10682,"online",75,25,111,"yes","good","yes",91,8.73139845342883,2018-01-20,2018-01-21,2018-01-26,97,"RFID",4.43369242168215,410
"yes",2203,"cash",49,100,112,"yes","bad","yes",9,11.2218947013508,2018-07-23,2018-07-26,2018-07-30,18,"RFID",3.03186442102037,381
"yes",14142,"debit",28,16,113,"yes","bad","yes",28,10.8557684636478,2018-08-12,2018-08-17,2018-08-22,90,"GPRS",2.44078106332913,372
"yes",3620,"online",77,66,114,"yes","good","yes",74,8.04778911447895,2018-01-05,2018-01-07,2018-01-14,45,"GPRS",3.47329681916332,377
"yes",9056,"online",23,88,115,"yes","good","no",62,8.51611482455757,2018-11-24,2018-11-28,2018-12-03,6,"RFID",2.55386024792055,409
"yes",7576,"debit",41,69,116,"yes","good","no",55,4.62830757413419,2018-08-26,2018-08-29,2018-09-02,69,"GPRS",2.90985652072908,376
"yes",13383,"online",25,72,117,"no","good","yes",14,8.02139279321932,2018-07-01,2018-07-02,2018-07-11,14,"GPRS",3.27151727304387,406
"yes",8249,"debit",38,69,118,"yes","good","yes",179,10.6172995967199,2018-03-05,2018-03-09,2018-03-12,76,"RFID",2.84404891445492,394
"yes",7882,"cash",58,65,119,"yes","good","yes",184,9.09877693842021,2018-01-28,2018-01-30,2018-02-07,16,"RFID",4.23959898706685,382
"yes",12122,"debit",66,35,120,"no","good","yes",95,10.0227203362825,2018-08-11,2018-08-16,2018-08-17,95,"GPRS",3.42391238834912,394
"yes",13363,"cash",43,100,121,"no","bad","yes",100,7.54091515612181,2018-09-23,2018-09-27,2018-09-30,60,"GPRS",3.68555188535176,373
"yes",11785,"cash",73,46,122,"no","good","no",155,9.93725691543496,2018-12-09,2018-12-11,2018-12-17,26,"GPRS",3.00826310336432,377
"yes",9479,"online",84,40,123,"yes","good","yes",132,12.2328799147081,2018-04-25,2018-04-27,2018-05-01,77,"GPRS",3.34910416674938,375
"yes",3514,"cash",32,67,124,"no","good","yes",19,10.0995596980618,2018-10-22,2018-10-23,2018-11-01,17,"GPRS",2.28417912225704,388
"yes",9019,"online",57,19,125,"no","good","yes",188,9.77793124758835,2018-01-01,2018-01-04,2018-01-09,47,"GPRS",4.09739767642758,390
"yes",938,"credit",67,46,126,"yes","good","no",124,8.0564807881244,2018-03-28,2018-03-31,2018-04-04,43,"GPRS",3.52076862246341,386
"yes",8205,"debit",33,25,127,"no","good","no",140,13.4560055528856,2018-01-12,2018-01-14,2018-01-19,87,"GPRS",2.28883932641347,381
"yes",9100,"debit",90,63,128,"yes","good","no",42,5.56591402884654,2018-04-17,2018-04-19,2018-04-27,92,"GPRS",3.03418154263552,393
"no",11814,"debit",54,40,129,"no","good","yes",69,13.2482855674263,2018-11-12,2018-11-13,2018-11-21,21,"GPRS",3.75183821008288,376
"yes",13695,"debit",98,90,130,"yes","good","yes",170,9.36645011642734,2018-11-15,2018-11-17,2018-11-21,91,"GPRS",3.55754424349916,371
"yes",3543,"online",79,59,131,"yes","good","no",160,7.93247053809169,2018-09-22,2018-09-27,2018-09-28,49,"RFID",2.65385040591267,407
"yes",12361,"online",62,7,132,"yes","good","yes",148,9.61714799243468,2018-03-30,2018-04-02,2018-04-06,1,"GPRS",3.88084257035141,389
"yes",1944,"online",13,45,133,"yes","good","yes",105,11.7085081713332,2018-06-30,2018-07-05,2018-07-08,86,"RFID",2.74747276099302,390
"yes",5613,"debit",61,2,134,"yes","good","yes",44,6.64616722925443,2018-09-12,2018-09-15,2018-09-19,63,"GPRS",4.40812181454853,410
"yes",5223,"credit",84,21,135,"yes","good","yes",64,12.0738542427734,2018-07-23,2018-07-28,2018-07-30,92,"GPRS",3.03061111424931,376
"yes",11783,"credit",30,96,136,"yes","bad","no",1,6.60056271581419,2018-10-15,2018-10-20,2018-10-24,70,"GPRS",2.78508203576118,400
"yes",7183,"debit",11,100,137,"yes","good","yes",57,9.09962281498963,2018-04-21,2018-04-22,2018-04-30,86,"RFID",2.94688164205595,408
"yes",9839,"online",91,51,138,"yes","good","yes",77,10.3221478996418,2018-05-31,2018-06-01,2018-06-10,71,"GPRS",3.17836615758505,382
"yes",3938,"credit",73,60,139,"yes","good","yes",133,11.6673510827009,2018-09-18,2018-09-19,2018-09-26,80,"GPRS",3.56768197558293,370
"yes",2989,"cash",73,6,140,"yes","good","no",3,10.5773512781703,2018-05-13,2018-05-17,2018-05-19,93,"GPRS",2.52933637719912,402
"yes",12614,"debit",100,85,141,"yes","good","yes",138,10.8787414115026,2018-11-11,2018-11-13,2018-11-19,77,"GPRS",3.65643677675471,386
"yes",1545,"debit",100,35,142,"yes","good","yes",132,12.8083822071616,2018-10-01,2018-10-05,2018-10-08,61,"RFID",2.82823361470632,370
"yes",7472,"online",15,52,143,"yes","good","yes",57,10.9318794390208,2018-05-31,2018-06-04,2018-06-06,74,"GPRS",4.02206507433133,385
"yes",10028,"online",60,35,144,"yes","good","yes",19,8.84992306411736,2018-08-04,2018-08-08,2018-08-11,18,"GPRS",2.8180663259251,373
"yes",5727,"cash",65,49,145,"no","good","yes",133,11.5591566696775,2018-05-11,2018-05-12,2018-05-20,97,"GPRS",1.98515462574286,387
"yes",12962,"cash",86,33,146,"yes","bad","yes",19,10.726794037684,2018-02-03,2018-02-05,2018-02-11,60,"GPRS",2.49796733513841,386
"yes",12759,"online",14,24,147,"yes","bad","no",5,4.17368718503493,2018-08-01,2018-08-02,2018-08-11,52,"GPRS",3.33803465688409,373
"yes",3849,"debit",29,18,148,"yes","good","yes",39,10.9496501338423,2018-04-13,2018-04-16,2018-04-21,33,"GPRS",3.41862292653813,395
"yes",4028,"cash",92,29,149,"yes","bad","no",54,14.2812878124107,2018-09-27,2018-10-01,2018-10-06,28,"GPRS",4.21517975652666,383
"yes",10546,"debit",81,77,150,"no","good","no",3,13.8802133184789,2018-05-02,2018-05-03,2018-05-08,56,"RFID",2.56793608365142,380
"yes",2095,"online",45,93,151,"no","good","yes",10,11.1150977796827,2018-01-03,2018-01-08,2018-01-11,69,"RFID",4.67076133314371,397
"yes",11286,"online",61,13,152,"yes","good","no",155,7.34688520092044,2018-08-01,2018-08-06,2018-08-11,26,"GPRS",1.55571620726691,373
"yes",12039,"online",22,1,153,"yes","bad","yes",151,8.92890263451229,2018-06-23,2018-06-27,2018-07-03,18,"RFID",3.72661401799016,378
"yes",9463,"cash",87,26,154,"yes","good","yes",13,8.42766158659439,2018-12-04,2018-12-06,2018-12-13,46,"RFID",2.97846079044946,391
"yes",13373,"online",31,9,155,"yes","good","yes",102,14.4435453524571,2018-02-26,2018-03-01,2018-03-07,26,"GPRS",2.40840719591625,389
"yes",454,"cash",34,36,156,"yes","good","yes",189,10.3872948690557,2018-06-12,2018-06-16,2018-06-19,81,"GPRS",2.82157677114675,396
"no",2142,"online",34,54,157,"yes","good","yes",1,12.9022632384182,2018-12-04,2018-12-06,2018-12-11,40,"GPRS",2.88761699743764,377
"yes",12287,"cash",95,82,158,"yes","good","yes",80,11.4753778963312,2018-09-30,2018-10-01,2018-10-10,19,"GPRS",3.6341924735912,381
"yes",10686,"debit",94,73,159,"yes","good","no",23,7.89870034167694,2018-02-20,2018-02-24,2018-03-01,71,"RFID",3.42577531683571,376
"yes",6875,"cash",88,92,160,"no","good","yes",171,10.601377457128,2018-05-22,2018-05-26,2018-06-01,62,"GPRS",4.05845133808545,390
"no",11831,"cash",83,67,161,"yes","good","yes",188,10.9489376212594,2018-03-23,2018-03-27,2018-03-29,3,"GPRS",3.50830329948404,388
"no",14307,"debit",86,44,162,"yes","bad","yes",25,6.05270223917431,2018-10-22,2018-10-23,2018-10-28,62,"RFID",2.91525997222865,395
"yes",11319,"online",15,56,163,"yes","good","yes",143,10.1799811417577,2018-01-03,2018-01-06,2018-01-13,21,"GPRS",2.86240376504157,374
"yes",3394,"cash",58,59,164,"yes","bad","no",120,7.93719399911187,2018-08-22,2018-08-26,2018-09-01,29,"RFID",2.83180956259579,380
"no",5119,"debit",66,95,165,"yes","good","yes",20,7.66059540157225,2018-11-14,2018-11-18,2018-11-24,28,"RFID",3.11073962058349,397
"yes",14348,"cash",14,60,166,"yes","good","yes",41,7.17812570545165,2018-02-25,2018-02-28,2018-03-06,90,"GPRS",3.41449248001209,375
"yes",6029,"online",87,82,167,"yes","good","yes",68,12.6065122326556,2018-07-20,2018-07-24,2018-07-30,95,"RFID",3.153579473182,372
"yes",7557,"debit",38,60,168,"yes","good","yes",88,11.1976421964885,2018-07-21,2018-07-22,2018-07-29,100,"GPRS",2.1073823454138,398
"yes",12594,"debit",39,12,169,"yes","good","no",21,9.67380096122869,2018-11-12,2018-11-15,2018-11-22,68,"GPRS",2.85434178092101,404
"yes",6294,"cash",38,82,170,"yes","good","yes",71,8.43690089298305,2018-11-04,2018-11-06,2018-11-12,9,"GPRS",2.77596643736162,399
"yes",2583,"debit",24,33,171,"yes","good","yes",170,9.40502801026591,2018-10-04,2018-10-07,2018-10-10,54,"GPRS",5.05781205823768,376
"yes",1531,"cash",25,25,172,"no","good","yes",23,7.5876857155496,2018-07-31,2018-08-03,2018-08-08,7,"GPRS",4.51705571721417,401
"yes",3004,"debit",30,41,173,"yes","good","yes",136,10.3892225544228,2018-08-05,2018-08-06,2018-08-13,24,"RFID",2.08013048214938,372
"yes",8985,"credit",100,22,174,"no","good","yes",6,10.2582435447938,2018-10-10,2018-10-12,2018-10-18,64,"RFID",3.92112344693615,376
"yes",4243,"cash",60,21,175,"yes","good","yes",126,7.11133574592796,2018-04-18,2018-04-19,2018-04-26,2,"GPRS",2.26388245691533,399
"yes",5741,"debit",24,84,176,"no","good","no",150,6.79884584394957,2018-02-01,2018-02-05,2018-02-07,33,"GPRS",2.95082353699045,372
"yes",4498,"online",23,41,177,"yes","good","yes",63,9.99663851739749,2018-02-17,2018-02-21,2018-02-25,4,"GPRS",2.84752435348346,377
"yes",1441,"online",64,34,178,"no","good","yes",67,5.82391643013345,2018-11-09,2018-11-11,2018-11-15,11,"GPRS",1.90662551087078,384
"yes",950,"online",58,59,179,"yes","good","no",111,9.09315585211414,2018-09-16,2018-09-18,2018-09-22,75,"RFID",3.38820685501152,375
"yes",13568,"cash",88,93,180,"yes","good","yes",151,8.63940447413762,2018-01-26,2018-01-29,2018-02-05,52,"GPRS",2.99819384888357,370
"yes",13456,"debit",71,61,181,"yes","good","yes",103,6.68601876399918,2018-01-18,2018-01-22,2018-01-25,1,"GPRS",3.00894521916838,374
"yes",12678,"debit",44,88,182,"yes","good","yes",142,12.026316600029,2018-07-19,2018-07-24,2018-07-25,93,"GPRS",3.34936672703868,403
"yes",11084,"online",14,63,183,"no","good","yes",135,16.6664696515436,2018-10-14,2018-10-19,2018-10-20,27,"GPRS",2.79684820078599,384
"yes",397,"debit",52,75,184,"yes","good","no",38,8.18873096424425,2018-09-30,2018-10-04,2018-10-08,26,"RFID",1.03264664167594,410
"yes",11146,"credit",83,42,185,"yes","good","no",193,7.56039788644244,2018-08-08,2018-08-13,2018-08-18,62,"GPRS",3.12374955021945,394
"yes",4962,"cash",47,64,186,"yes","good","yes",15,6.80849820100387,2018-10-28,2018-10-29,2018-11-06,5,"GPRS",3.84522561224637,395
"yes",1118,"online",86,94,187,"yes","good","yes",56,5.58582141797522,2018-09-11,2018-09-12,2018-09-18,46,"GPRS",4.03194061242508,382
"no",10622,"debit",93,79,188,"yes","good","yes",73,7.94921930201136,2018-02-09,2018-02-12,2018-02-19,94,"GPRS",3.06165495239282,389
"yes",9818,"debit",84,85,189,"yes","bad","yes",198,12.0848287568872,2018-10-29,2018-11-02,2018-11-05,41,"RFID",3.56343596175758,378
